"","unique_id","age_bin","gender","race","state","population","gun_ownership","crime_per_10e6","unemploy_rate"
"700",27994,"15-24","Male","European-American/White","IN",6732219,0.448,357.7,0.071
"701",27995,"55-74","Female","Race unspecified","FL",21477737,0.353,383.6,0.077
"702",27996,"35-54","Female","Race unspecified","AZ",7278717,0.463,484.8,0.079
"703",27997,"35-54","Male","Race unspecified","AZ",7278717,0.463,484.8,0.079
"704",27998,"25-34","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"705",27999,"15-24","Male","African-American/Black","IN",6732219,0.448,357.7,0.071
"706",28000,"35-54","Male","Hispanic/Latino","CO",5758736,0.451,423.1,0.073
"707",28001,"35-54","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"708",28002,"25-34","Male","European-American/White","VT",623989,0.505,173.4,0.056
"709",28003,"15-24","Female","European-American/White","IN",6732219,0.448,357.7,0.071
"710",28004,"15-24","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"711",28005,"15-24","Male","African-American/Black","IN",6732219,0.448,357.7,0.071
"712",28006,"25-34","Male","African-American/Black","MD",6045680,0.302,399.9,0.068
"713",28007,"35-54","Male","Race unspecified","CO",5758736,0.451,423.1,0.073
"714",28008,"35-54","Female","Race unspecified","CO",5758736,0.451,423.1,0.073
"715",28009,"35-54","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"716",28010,"55-74","Male","Race unspecified","MS",2976149,0.558,291.2,0.081
"717",28011,"35-54","Male","Asian/Pacific Islander","CA",39512223,0.283,442,0.101
"718",28012,"35-54","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"719",28013,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"720",28014,"35-54","Male","Hispanic/Latino","WI",5822434,0.453,323.4,0.063
"721",28015,"25-34","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"722",28016,"35-54","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"723",28019,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"724",28020,"35-54","Male","Race unspecified","KS",2913314,0.489,425,0.059
"725",28021,"35-54","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"726",28022,"55-74","Male","Race unspecified","CO",5758736,0.451,423.1,0.073
"727",28023,"25-34","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"728",28024,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"729",28025,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"730",28026,"15-24","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"731",28027,"55-74","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"732",28028,"25-34","Male","Race unspecified","WI",5822434,0.453,323.4,0.063
"733",28029,"15-24","Male","Race unspecified","CA",39512223,0.283,442,0.101
"734",28030,"25-34","Male","African-American/Black","DE",973764,0.344,431.9,0.078
"735",28031,"15-24","Male","Race unspecified","LA",4648794,0.531,639.4,0.083
"736",28032,"15-24","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"737",28033,"35-54","Male","Race unspecified","UT",3205958,0.468,260.7,0.047
"738",28034,"25-34","Male","African-American/Black","SC",5148714,0.494,530.7,0.062
"739",28036,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"740",28037,"55-74","Female","African-American/Black","FL",21477737,0.353,383.6,0.077
"741",28038,"25-34","Male","European-American/White","NY",19453561,0.199,363.8,0.1
"742",28039,"35-54","Male","African-American/Black","NC",10488084,0.458,419.3,0.073
"743",28040,"35-54","Male","European-American/White","PA",12801989,0.407,389.5,0.091
"744",28041,"15-24","Male","African-American/Black","NC",10488084,0.458,419.3,0.073
"745",28042,"35-54","Male","Race unspecified","AZ",7278717,0.463,484.8,0.079
"746",28044,"15-24","Female","Hispanic/Latino","FL",21477737,0.353,383.6,0.077
"747",28045,"25-34","Male","Race unspecified","SD",884659,0.553,501.4,0.046
"748",28046,"35-54","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"749",28047,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"750",28048,"35-54","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"751",28049,"25-34","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"752",28050,"55-74","Male","European-American/White","SC",5148714,0.494,530.7,0.062
"753",28051,"25-34","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"754",28052,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"755",28053,"25-34","Male","European-American/White","MS",2976149,0.558,291.2,0.081
"756",28054,"25-34","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"757",28055,"35-54","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"758",28056,"15-24","Male","African-American/Black","MS",2976149,0.558,291.2,0.081
"759",28057,"15-24","Female","African-American/Black","MS",2976149,0.558,291.2,0.081
"760",28058,"55-74","Male","Race unspecified","MD",6045680,0.302,399.9,0.068
"761",28060,"15-24","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"762",28061,"35-54","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"763",28062,"15-24","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"764",28063,"35-54","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"765",28064,"25-34","Male","African-American/Black","MD",6045680,0.302,399.9,0.068
"766",28065,"35-54","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"767",28066,"25-34","Male","Hispanic/Latino","WA",7614893,0.421,293.7,0.084
"768",28067,"35-54","Male","Race unspecified","LA",4648794,0.531,639.4,0.083
"769",28068,"15-24","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"770",28069,"15-24","Male","African-American/Black","TN",6829174,0.516,672.7,0.075
"771",28070,"15-24","Male","African-American/Black","TN",6829174,0.516,672.7,0.075
"772",28071,"15-24","Male","African-American/Black","TN",6829174,0.516,672.7,0.075
"773",28072,"35-54","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"774",28073,"25-34","Male","European-American/White","WI",5822434,0.453,323.4,0.063
"775",28074,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"776",28075,"35-54","Male","Race unspecified","WI",5822434,0.453,323.4,0.063
"777",28076,"25-34","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"778",28077,"15-24","Male","European-American/White","ID",1787065,0.601,242.6,0.054
"779",28078,"55-74","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"780",28079,"55-74","Male","African-American/Black","WA",7614893,0.421,293.7,0.084
"781",28080,"15-24","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"782",28081,"25-34","Male","European-American/White","AL",4903185,0.555,453.6,0.059
"783",28082,"25-34","Male","African-American/Black","WA",7614893,0.421,293.7,0.084
"784",28083,"25-34","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"785",28084,"25-34","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"786",28085,"55-74","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"787",28086,"15-24","Male","Race unspecified","CA",39512223,0.283,442,0.101
"788",28087,"35-54","Male","Race unspecified","NY",19453561,0.199,363.8,0.1
"789",28088,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"790",28089,"35-54","Male","Race unspecified","VA",8535519,0.446,208.7,0.062
"791",28090,"25-34","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"792",28091,"55-74","Male","Race unspecified","CA",39512223,0.283,442,0.101
"793",28092,"55-74","Male","African-American/Black","SC",5148714,0.494,530.7,0.062
"794",28093,"35-54","Male","African-American/Black","TN",6829174,0.516,672.7,0.075
"795",28094,"35-54","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"796",28095,"25-34","Male","European-American/White","LA",4648794,0.531,639.4,0.083
"797",28096,"35-54","Male","European-American/White","AZ",7278717,0.463,484.8,0.079
"798",28097,"55-74","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"799",28098,"25-34","Male","African-American/Black","NJ",8882190,0.147,195.4,0.098
"800",28099,"15-24","Male","Hispanic/Latino","UT",3205958,0.468,260.7,0.047
"801",28100,"25-34","Male","African-American/Black","NJ",8882190,0.147,195.4,0.098
"802",28101,"55-74","Male","Race unspecified","KY",4467673,0.546,259.1,0.066
"803",28102,"0-14","Female","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"804",28103,"15-24","Male","Race unspecified","IA",3155070,0.436,303.5,0.053
"805",28104,"25-34","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"806",28105,"35-54","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"807",28106,"35-54","Male","Race unspecified","MT",1068778,0.663,469.8,0.059
"808",28107,"35-54","Male","African-American/Black","MN",5639632,0.428,277.5,0.062
"809",28108,"25-34","Female","African-American/Black","TX",28995881,0.457,446.5,0.076
"810",28109,"0-14","Female","African-American/Black","TX",28995881,0.457,446.5,0.076
"811",28110,"55-74","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"812",28111,"55-74","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"813",28112,"35-54","Male","Race unspecified","MI",9986857,0.402,478,0.099
"814",28113,"25-34","Male","African-American/Black","AZ",7278717,0.463,484.8,0.079
"815",28114,"25-34","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"816",28115,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"817",28116,"55-74","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"818",28117,"75+","Male","European-American/White","OK",3956971,0.547,458.6,0.061
"819",28118,"35-54","Male","European-American/White","MS",2976149,0.558,291.2,0.081
"820",28119,"15-24","Male","Middle Eastern","TX",28995881,0.457,446.5,0.076
"821",28120,"35-54","Male","European-American/White","MI",9986857,0.402,478,0.099
"822",28121,"35-54","Male","Asian/Pacific Islander","CA",39512223,0.283,442,0.101
"823",28122,"35-54","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"824",28123,"55-74","Male","European-American/White","CA",39512223,0.283,442,0.101
"825",28124,"35-54","Male","European-American/White","MI",9986857,0.402,478,0.099
"826",28125,"55-74","Male","European-American/White","NY",19453561,0.199,363.8,0.1
"827",28126,"35-54","Female","European-American/White","FL",21477737,0.353,383.6,0.077
"828",28127,"15-24","Female","African-American/Black","GA",10617423,0.492,400.1,0.065
"829",28128,"35-54","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"830",28129,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"831",28130,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"832",28131,"35-54","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"833",28132,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"834",28133,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"835",28134,"55-74","Male","European-American/White","NY",19453561,0.199,363.8,0.1
"836",28135,"55-74","Female","African-American/Black","ND",762062,0.551,329,0.051
"837",28136,"35-54","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"838",28137,"25-34","Male","Race unspecified","OK",3956971,0.547,458.6,0.061
"839",28138,"15-24","Male","European-American/White","VT",623989,0.505,173.4,0.056
"840",28139,"15-24","Male","European-American/White","NY",19453561,0.199,363.8,0.1
"841",28141,"25-34","Male","African-American/Black","WI",5822434,0.453,323.4,0.063
"842",28142,"15-24","Male","African-American/Black","IA",3155070,0.436,303.5,0.053
"843",28143,"35-54","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"844",28144,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"845",28145,"25-34","Male","European-American/White","AL",4903185,0.555,453.6,0.059
"846",28147,"35-54","Male","Race unspecified","UT",3205958,0.468,260.7,0.047
"847",28148,"25-34","Male","African-American/Black","VA",8535519,0.446,208.7,0.062
"848",28149,"25-34","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"849",28150,"25-34","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"850",28151,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"851",28152,"25-34","Male","European-American/White","OR",4217737,0.508,291.9,0.076
"852",28153,"35-54","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"853",28154,"35-54","Female","European-American/White","CA",39512223,0.283,442,0.101
"854",28155,"15-24","Female","Middle Eastern","FL",21477737,0.353,383.6,0.077
"855",28156,"35-54","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"856",28157,"15-24","Female","European-American/White","ME",1344212,0.468,108.6,0.054
"857",28158,"35-54","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"858",28159,"25-34","Male","Asian/Pacific Islander","CA",39512223,0.283,442,0.101
"859",28160,"25-34","Male","African-American/Black","PA",12801989,0.407,389.5,0.091
"860",28161,"15-24","Male","European-American/White","MO",6137428,0.488,542.7,0.061
"861",28162,"35-54","Male","Race unspecified","IA",3155070,0.436,303.5,0.053
"862",28163,"55-74","Male","African-American/Black","CA",39512223,0.283,442,0.101
"863",28164,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"864",28165,"25-34","Male","Race unspecified","LA",4648794,0.531,639.4,0.083
"865",28166,"25-34","Male","Race unspecified","NH",1359711,0.411,146.4,0.067
"866",28167,"35-54","Male","African-American/Black","KY",4467673,0.546,259.1,0.066
"867",28168,"35-54","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"868",28170,"35-54","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"869",28171,"35-54","Female","Race unspecified","FL",21477737,0.353,383.6,0.077
"870",28172,"25-34","Male","Hispanic/Latino","NV",3080156,0.473,460.3,0.128
"871",28174,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"872",28175,"15-24","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"873",28176,"25-34","Male","European-American/White","WI",5822434,0.453,323.4,0.063
"874",28177,"35-54","Male","African-American/Black","DE",973764,0.344,431.9,0.078
"875",28178,"35-54","Female","European-American/White","DE",973764,0.344,431.9,0.078
"876",28179,"25-34","Male","African-American/Black","NY",19453561,0.199,363.8,0.1
"877",28180,"15-24","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"878",28181,"15-24","Female","Race unspecified","FL",21477737,0.353,383.6,0.077
"879",28182,"15-24","Female","Race unspecified","FL",21477737,0.353,383.6,0.077
"880",28183,"15-24","Female","Race unspecified","FL",21477737,0.353,383.6,0.077
"881",28184,"25-34","Male","African-American/Black","WA",7614893,0.421,293.7,0.084
"882",28185,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"883",28186,"35-54","Male","European-American/White","OR",4217737,0.508,291.9,0.076
"884",28187,"15-24","Female","African-American/Black","CA",39512223,0.283,442,0.101
"885",28188,"15-24","Female","African-American/Black","CA",39512223,0.283,442,0.101
"886",28189,"35-54","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"887",28190,"35-54","Female","Race unspecified","OK",3956971,0.547,458.6,0.061
"888",28191,"35-54","Female","Hispanic/Latino","IL",12671821,0.278,425.9,0.095
"889",28192,"55-74","Male","European-American/White","CA",39512223,0.283,442,0.101
"890",28193,"35-54","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"891",28194,"25-34","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"892",28195,"35-54","Male","Hispanic/Latino","NC",10488084,0.458,419.3,0.073
"893",28197,"35-54","Female","Race unspecified","GA",10617423,0.492,400.1,0.065
"894",28198,"35-54","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"895",28200,"35-54","Male","Race unspecified","OK",3956971,0.547,458.6,0.061
"896",28201,"15-24","Male","African-American/Black","NY",19453561,0.199,363.8,0.1
"897",28204,"35-54","Male","African-American/Black","AR",3017804,0.572,671.9,0.061
"898",28205,"15-24","Female","European-American/White","OH",11689100,0.4,308.8,0.081
"899",28206,"25-34","Female","African-American/Black","WA",7614893,0.421,293.7,0.084
"900",28207,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"901",28208,"35-54","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"902",28209,"35-54","Male","European-American/White","AL",4903185,0.555,453.6,0.059
"903",28210,"15-24","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"904",28211,"35-54","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"905",28213,"35-54","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"906",28214,"35-54","Female","Race unspecified","GA",10617423,0.492,400.1,0.065
"907",28215,"75+","Male","Race unspecified","NM",2096829,0.462,778.3,0.084
"908",28216,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"909",28217,"35-54","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"910",28218,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"911",28219,"55-74","Male","Race unspecified","MT",1068778,0.663,469.8,0.059
"912",28220,"35-54","Male","European-American/White","OR",4217737,0.508,291.9,0.076
"913",28221,"35-54","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"914",28223,"35-54","Male","European-American/White","SC",5148714,0.494,530.7,0.062
"915",28224,"55-74","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"916",28225,"35-54","Male","Race unspecified","MN",5639632,0.428,277.5,0.062
"917",28226,"25-34","Male","Race unspecified","NM",2096829,0.462,778.3,0.084
"918",28227,"15-24","Male","Race unspecified","NM",2096829,0.462,778.3,0.084
"919",28228,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"920",28229,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"921",28230,"25-34","Male","Race unspecified","NY",19453561,0.199,363.8,0.1
"922",28231,"25-34","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"923",28232,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"924",28233,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"925",28234,"75+","Female","European-American/White","PA",12801989,0.407,389.5,0.091
"926",28235,"25-34","Male","Race unspecified","CO",5758736,0.451,423.1,0.073
"927",28236,"55-74","Male","Race unspecified","ID",1787065,0.601,242.6,0.054
"928",28237,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"929",28238,"25-34","Male","European-American/White","CA",39512223,0.283,442,0.101
"930",28239,"35-54","Male","European-American/White","OR",4217737,0.508,291.9,0.076
"931",28240,"35-54","Male","Race unspecified","MD",6045680,0.302,399.9,0.068
"932",28241,"35-54","Male","Race unspecified","MD",6045680,0.302,399.9,0.068
"933",28242,"35-54","Male","Race unspecified","MD",6045680,0.302,399.9,0.068
"934",28243,"25-34","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"935",28245,"25-34","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"936",28246,"35-54","Female","European-American/White","GA",10617423,0.492,400.1,0.065
"937",28247,"15-24","Male","African-American/Black","IN",6732219,0.448,357.7,0.071
"938",28248,"25-34","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"939",28250,"55-74","Male","Race unspecified","CA",39512223,0.283,442,0.101
"940",28251,"15-24","Male","European-American/White","MO",6137428,0.488,542.7,0.061
"941",28252,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"942",28253,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"943",28254,"25-34","Female","European-American/White","MO",6137428,0.488,542.7,0.061
"944",28255,"25-34","Male","European-American/White","KS",2913314,0.489,425,0.059
"945",28257,"15-24","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"946",28258,"25-34","Male","African-American/Black","AZ",7278717,0.463,484.8,0.079
"947",28259,"35-54","Male","European-American/White","IN",6732219,0.448,357.7,0.071
"948",28260,"55-74","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"949",28261,"35-54","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"950",28262,"35-54","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"951",28263,"15-24","Male","European-American/White","MT",1068778,0.663,469.8,0.059
"952",28271,"35-54","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"953",28272,"25-34","Male","Asian/Pacific Islander","HI",1415872,0.149,254.2,0.116
"954",28273,"25-34","Male","African-American/Black","CA",39512223,0.283,442,0.101
"955",28274,"15-24","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"956",28275,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"957",28276,"25-34","Male","Native American/Alaskan","OK",3956971,0.547,458.6,0.061
"958",28277,"35-54","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"959",28278,"15-24","Female","European-American/White","AL",4903185,0.555,453.6,0.059
"960",28279,"35-54","Female","European-American/White","AL",4903185,0.555,453.6,0.059
"961",28280,"15-24","Male","European-American/White","NY",19453561,0.199,363.8,0.1
"962",28281,"35-54","Male","Hispanic/Latino","LA",4648794,0.531,639.4,0.083
"963",28286,"25-34","Male","Race unspecified","AL",4903185,0.555,453.6,0.059
"964",28287,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"965",28288,"15-24","Female","Race unspecified","CA",39512223,0.283,442,0.101
"966",28289,"35-54","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"967",28290,"35-54","Male","European-American/White","IA",3155070,0.436,303.5,0.053
"968",28291,"15-24","Male","Race unspecified","CO",5758736,0.451,423.1,0.073
"969",28292,"35-54","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"970",28293,"15-24","Male","Hispanic/Latino","KS",2913314,0.489,425,0.059
"971",28294,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"972",28295,"55-74","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"973",28296,"35-54","Male","Hispanic/Latino","CO",5758736,0.451,423.1,0.073
"974",28297,"35-54","Male","Race unspecified","AK",731545,0.645,837.8,0.078
"975",28298,"15-24","Male","Asian/Pacific Islander","TX",28995881,0.457,446.5,0.076
"976",28299,"25-34","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"977",28301,"35-54","Female","Asian/Pacific Islander","CA",39512223,0.283,442,0.101
"978",28302,"25-34","Female","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"979",28306,"55-74","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"980",28307,"35-54","Male","European-American/White","MN",5639632,0.428,277.5,0.062
"981",28308,"15-24","Male","African-American/Black","MN",5639632,0.428,277.5,0.062
"982",28309,"25-34","Male","African-American/Black","CA",39512223,0.283,442,0.101
"983",28310,"55-74","Female","Hispanic/Latino","CA",39512223,0.283,442,0.101
"984",28311,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"985",28312,"35-54","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"986",28313,"25-34","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"987",28315,"15-24","Female","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"988",28316,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"989",28317,"15-24","Female","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"990",28318,"15-24","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"991",28319,"25-34","Male","African-American/Black","VA",8535519,0.446,208.7,0.062
"992",28320,"25-34","Male","African-American/Black","OK",3956971,0.547,458.6,0.061
"993",28321,"25-34","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"994",28322,"15-24","Male","European-American/White","IN",6732219,0.448,357.7,0.071
"995",28323,"25-34","Male","African-American/Black","WI",5822434,0.453,323.4,0.063
"996",28324,"25-34","Female","Native American/Alaskan","WI",5822434,0.453,323.4,0.063
"997",28325,"35-54","Male","European-American/White","MI",9986857,0.402,478,0.099
"998",28326,"25-34","Male","Race unspecified","KY",4467673,0.546,259.1,0.066
"999",28327,"55-74","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"1000",28328,"25-34","Male","European-American/White","CA",39512223,0.283,442,0.101
"1001",28329,"55-74","Male","African-American/Black","AR",3017804,0.572,671.9,0.061
"1002",28330,"35-54","Female","Hispanic/Latino","FL",21477737,0.353,383.6,0.077
"1003",28331,"55-74","Male","Hispanic/Latino","FL",21477737,0.353,383.6,0.077
"1004",28332,"35-54","Female","European-American/White","VA",8535519,0.446,208.7,0.062
"1005",28333,"25-34","Female","European-American/White","VA",8535519,0.446,208.7,0.062
"1006",28334,"35-54","Male","Race unspecified","MI",9986857,0.402,478,0.099
"1007",28335,"25-34","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"1008",28336,"15-24","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1009",28337,"15-24","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"1010",28338,"15-24","Female","African-American/Black","OH",11689100,0.4,308.8,0.081
"1011",28339,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1012",28340,"25-34","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"1013",28341,"15-24","Male","African-American/Black","WI",5822434,0.453,323.4,0.063
"1014",28342,"55-74","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"1015",28343,"55-74","Male","European-American/White","KY",4467673,0.546,259.1,0.066
"1016",28344,"35-54","Male","European-American/White","PA",12801989,0.407,389.5,0.091
"1017",28345,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1018",28346,"35-54","Female","Native American/Alaskan","SD",884659,0.553,501.4,0.046
"1019",28347,"25-34","Female","European-American/White","TX",28995881,0.457,446.5,0.076
"1020",28348,"35-54","Female","European-American/White","SC",5148714,0.494,530.7,0.062
"1021",28349,"25-34","Male","European-American/White","SC",5148714,0.494,530.7,0.062
"1022",28350,"55-74","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"1023",28351,"25-34","Male","European-American/White","CA",39512223,0.283,442,0.101
"1024",28353,"35-54","Male","African-American/Black","NC",10488084,0.458,419.3,0.073
"1025",28354,"35-54","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"1026",28355,"35-54","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"1027",28356,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1028",28357,"35-54","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1029",28358,"25-34","Male","Hispanic/Latino","NE",1934408,0.452,334.1,0.042
"1030",28359,"35-54","Male","African-American/Black","OH",11689100,0.4,308.8,0.081
"1031",28360,"55-74","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"1032",28361,"35-54","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"1033",28362,"35-54","Male","European-American/White","MS",2976149,0.558,291.2,0.081
"1034",28363,"35-54","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"1035",28364,"35-54","Male","European-American/White","UT",3205958,0.468,260.7,0.047
"1036",28365,"25-34","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"1037",28366,"25-34","Male","African-American/Black","WI",5822434,0.453,323.4,0.063
"1038",28368,"15-24","Male","European-American/White","VA",8535519,0.446,208.7,0.062
"1039",28369,"25-34","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1040",28370,"55-74","Male","Race unspecified","OR",4217737,0.508,291.9,0.076
"1041",28371,"35-54","Male","Race unspecified","IL",12671821,0.278,425.9,0.095
"1042",28372,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1043",28373,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1044",28374,"55-74","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"1045",28375,"25-34","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"1046",28376,"15-24","Male","Hispanic/Latino","FL",21477737,0.353,383.6,0.077
"1047",28377,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
